load_1,disk_r,disk_svc,disk_w,disk_wb
0.113295,5e-06,0.005415,0.033119,0.028133
0.101247,4.1e-05,0.012635,0.028129,0.023924
0.100613,1.5e-05,0.005415,0.032495,0.028505
0.093638,3.1e-05,0.012635,0.040978,0.034911
0.09702,0.000103,0.012635,0.051893,0.046668
0.097865,1.5e-05,0.048736,0.030874,0.024048
0.088142,1.5e-05,0.00722,0.033275,0.028058
0.08941,4.1e-05,0.032491,0.05523,0.046631
0.108011,3.1e-05,0.01083,0.034117,0.029176
0.154936,0.000753,0.037906,0.034523,0.028443
0.139083,2.6e-05,0.043321,0.033649,0.026246
0.117523,4.1e-05,0.012635,0.046654,0.03691
0.118157,0.000155,0.023466,0.165534,0.157871
0.102093,5.7e-05,0.01444,0.042911,0.036885
0.096174,4.1e-05,0.016245,0.029626,0.025699
0.099133,6.7e-05,0.032491,0.034086,0.028542
0.094272,4.1e-05,0.018051,0.047122,0.045961
0.096597,5e-06,0.009025,0.034866,0.026097
0.110125,5.7e-05,0.01444,0.041758,0.035818
0.105897,5.7e-05,0.01444,0.046841,0.035979
0.10484,0.000387,0.01444,0.034024,0.028282
0.096174,2.6e-05,0.036101,0.031466,0.02637
0.116254,2.6e-05,0.01083,0.032028,0.028344
0.113507,5e-06,0.009025,0.037423,0.032925
0.105052,0.00067,0.037906,0.029065,0.026357
0.109913,3.1e-05,0.018051,0.046404,0.037928
0.102304,1.5e-05,0.005415,0.029221,0.025948
0.107377,5e-06,0.00722,0.028285,0.023998
0.107588,1.5e-05,0.00722,0.02657,0.023837
0.10632,2.6e-05,0.01083,0.052267,0.040064
0.099979,5e-06,0.00722,0.02788,0.023676
0.094695,5e-06,0.00722,0.02947,0.02591
0.115409,3.1e-05,0.050542,0.032651,0.028157
0.098499,4.1e-05,0.009025,0.070823,0.066557
0.095751,5e-06,0.00722,0.035333,0.028542
0.096597,8.3e-05,0.066787,0.031498,0.028468
0.104629,4.1e-05,0.00722,0.0697,0.058152
0.093426,1.5e-05,0.00722,0.030312,0.025923
0.096808,5e-06,0.00722,0.025697,0.023589
0.114564,5e-06,0.01083,0.043504,0.033074
0.110125,5e-06,0.009025,0.028909,0.023825
0.112238,1.5e-05,0.009025,0.029315,0.026047
0.109702,4.1e-05,0.00722,0.033961,0.028282
0.09702,5e-06,0.054152,0.046248,0.041305
0.101458,3.1e-05,0.00722,0.044627,0.038015
0.09089,3.1e-05,0.005415,0.029814,0.025749
0.091735,0.00034,0.019856,0.03418,0.028269
0.083069,6.7e-05,0.068592,0.034678,0.028393
0.082646,1.5e-05,0.009025,0.027194,0.023204
0.129571,5e-06,0.00722,0.047776,0.035346
0.102304,1.5e-05,0.01444,0.026976,0.023241
0.088142,5e-06,0.009025,0.041321,0.036451
0.089622,1.5e-05,0.005415,0.030843,0.026134
0.097865,2.6e-05,0.01083,0.033119,0.029809
0.099345,1.5e-05,0.005415,0.046373,0.038363
0.098499,5.7e-05,0.009025,0.074939,0.070878
0.09089,1.5e-05,0.005415,0.033369,0.028369
0.100613,5e-06,0.005415,0.026976,0.023092
0.102093,3.1e-05,0.00722,0.038327,0.034862
0.097654,1.5e-05,0.012635,0.038795,0.025029
0.112661,8.3e-05,0.025271,0.083484,0.078017
0.108011,2.6e-05,0.009025,0.033805,0.028319
0.102727,4.1e-05,0.00722,0.040261,0.03295
0.104629,5.2e-05,0.01083,0.042225,0.035296
0.102093,2.6e-05,0.046931,0.026102,0.023502
0.101036,7.7e-05,0.009025,0.049273,0.038623
0.105263,5.7e-05,0.012635,0.028005,0.0238
0.098288,0.000376,0.019856,0.069949,0.065515
0.090467,1.5e-05,0.005415,0.043691,0.033434
0.140774,0.012922,0.16787,0.032464,0.023936
0.118368,0.000722,0.050542,0.042724,0.035954
0.114352,3.1e-05,0.00722,0.041882,0.033161
0.096597,5e-06,0.009025,0.028971,0.023949
0.092581,5e-06,0.063177,0.039949,0.035048
0.088776,9.3e-05,0.018051,0.173392,0.168771
0.09406,0.000108,0.021661,0.16201,0.159596
0.094483,4.1e-05,0.00722,0.047995,0.038425
0.099133,4.1e-05,0.009025,0.06418,0.059642
0.101458,7.7e-05,0.027076,0.060407,0.052193
0.114564,5e-06,0.012635,0.035177,0.026308
0.091735,2.6e-05,0.01083,0.028784,0.023614
0.091313,1.5e-05,0.009025,0.041196,0.032639
0.095329,1.5e-05,0.009025,0.033493,0.028542
0.105897,2.6e-05,0.00722,0.03552,0.030268
0.10632,1.5e-05,0.009025,0.026976,0.023936
0.102304,2.6e-05,0.01083,0.046248,0.037419
0.101036,3.1e-05,0.01083,0.026165,0.023502
0.099767,1.5e-05,0.00722,0.041602,0.032838
0.079476,5e-06,0.00722,0.027287,0.023527
0.087297,2.6e-05,0.01083,0.044845,0.033272
0.082224,1.5e-05,0.01083,0.033649,0.028232
0.094272,1.5e-05,0.009025,0.027755,0.023812
0.089199,0.000454,0.025271,0.042225,0.032466
0.09089,5e-06,0.00722,0.040448,0.035656
0.095117,5e-06,0.005415,0.033119,0.028071
0.099556,1.5e-05,0.023466,0.027724,0.023291
0.113084,0.0,0.005415,0.026882,0.023936
0.110125,1.5e-05,0.005415,0.046903,0.037866
0.102093,5.2e-05,0.01083,0.03577,0.030405
0.095329,0.003414,0.113718,0.040728,0.031559
0.087719,4.1e-05,0.009025,0.050926,0.038263
0.090679,5e-06,0.009025,0.028909,0.023551
0.093638,5e-06,0.00722,0.031872,0.028431
0.101247,3.1e-05,0.009025,0.056696,0.045973
0.097654,2.6e-05,0.01083,0.03683,0.030392
0.096808,2.6e-05,0.01083,0.039731,0.033558
0.106743,1.5e-05,0.00722,0.052829,0.03881
0.091313,4.1e-05,0.030686,0.042132,0.035818
0.109491,5e-06,0.00722,0.028379,0.023638
0.102304,5e-06,0.00722,0.045001,0.033372
0.086451,5e-06,0.009025,0.028535,0.023601
0.097654,1.5e-05,0.009025,0.039793,0.032863
0.102727,2.6e-05,0.009025,0.039637,0.033595
0.104418,5e-06,0.005415,0.038701,0.0329
0.088142,5e-06,0.009025,0.028441,0.023849
0.103149,1.5e-05,0.00722,0.04235,0.035172
0.103149,0.0,0.005415,0.030874,0.026084
0.085606,5e-06,0.005415,0.028129,0.023899
0.104629,5e-06,0.01444,0.032433,0.02817
0.099133,2.6e-05,0.012635,0.059253,0.043453
0.108011,5e-06,0.01444,0.027693,0.022024
0.101036,5e-06,0.005415,0.039419,0.033111
0.114564,1.5e-05,0.005415,0.033244,0.028518
0.08941,1.5e-05,0.005415,0.039731,0.034737
0.094272,5e-06,0.005415,0.029221,0.023738
0.081801,0.0,0.00361,0.028254,0.023216
0.087719,1.5e-05,0.005415,0.04472,0.035532
0.091735,1.5e-05,0.005415,0.029814,0.028729
0.109491,0.000315,0.057762,0.034959,0.028381
0.115832,0.000902,0.050542,0.037516,0.028493
0.113718,0.000443,0.028881,0.02866,0.023018
0.1264,5e-06,0.00722,0.041664,0.035197
0.107377,0.001392,0.032491,0.033057,0.028319
0.10632,3.1e-05,0.00722,0.03814,0.032826
0.11097,5.7e-05,0.009025,0.030406,0.026072
0.11097,0.000119,0.01444,0.151687,0.145977
0.104206,1.5e-05,0.00722,0.034055,0.028642
0.100613,5.7e-05,0.01444,0.067798,0.064571
0.100613,1.5e-05,0.01083,0.053359,0.044483
0.107588,0.000144,0.016245,0.041259,0.031385
0.098922,4.1e-05,0.009025,0.039013,0.032056
0.112027,0.000495,0.012635,0.159141,0.151377
0.103995,2.6e-05,0.009025,0.031154,0.026084
0.111182,1.5e-05,0.005415,0.039855,0.035544
0.100613,2.6e-05,0.012635,0.034429,0.030131
0.099345,0.000908,0.027076,0.043286,0.033496
0.100613,5e-06,0.01444,0.032371,0.028406
0.089622,5.2e-05,0.012635,0.053483,0.044446
0.088988,8.3e-05,0.016245,0.034554,0.028058
0.092369,1.5e-05,0.00722,0.031934,0.023849
0.100613,3.1e-05,0.009025,0.033057,0.028257
0.114986,2.6e-05,0.00722,0.046124,0.036947
0.098499,2.6e-05,0.009025,0.019117,0.018896
0.122173,1.5e-05,0.009025,0.054388,0.04431
0.102727,1.5e-05,0.00722,0.016528,0.016649
0.09089,5.7e-05,0.012635,0.043878,0.036103
0.090044,3.1e-05,0.021661,0.048026,0.039952
0.082646,2.6e-05,0.00722,0.033369,0.028381
0.09089,0.0,0.009025,0.017152,0.016487
0.173748,0.000144,0.025271,0.057662,0.043366
0.139928,5.2e-05,0.012635,0.052922,0.047041
0.108434,7.7e-05,0.021661,0.043629,0.036625
0.095751,3.1e-05,0.012635,0.032963,0.02848
0.10019,0.000712,0.036101,0.0363,0.032925
0.112238,0.000103,0.012635,0.033431,0.028629
0.111816,2.6e-05,0.00722,0.047309,0.035073
0.103784,0.000335,0.016245,0.028348,0.02812
0.126612,5e-06,0.00722,0.034834,0.02858
0.108434,4.1e-05,0.068592,0.035832,0.029387
0.116677,0.000144,0.018051,0.038857,0.028704
0.110759,1.5e-05,0.009025,0.027568,0.023738
0.10019,0.0,0.00722,0.027194,0.023527
0.098711,3.1e-05,0.00722,0.042818,0.034849
0.112661,2.6e-05,0.009025,0.043036,0.037543
0.121116,2.6e-05,0.005415,0.030749,0.025352
0.110125,2.6e-05,0.00722,0.032776,0.028418
0.116466,5e-06,0.00722,0.030157,0.025513
0.105897,5.7e-05,0.009025,0.048868,0.040722
0.112238,4.1e-05,0.01083,0.034273,0.028853
0.103572,0.0,0.00722,0.025603,0.018126
0.105686,1.5e-05,0.00722,0.031841,0.023837
0.111816,0.003192,0.088448,0.046498,0.038661
0.108856,3.1e-05,0.005415,0.030406,0.02524
0.104206,2.6e-05,0.027076,0.047995,0.04164
0.113084,1.5e-05,0.00722,0.031217,0.025364
0.11097,6.7e-05,0.036101,0.035864,0.030355
0.107588,2.6e-05,0.00361,0.040853,0.032428
0.092369,4.1e-05,0.061372,0.041352,0.035383
0.101036,1.5e-05,0.009025,0.028597,0.023514
0.11562,0.000155,0.012635,0.047433,0.035644
0.110125,3.1e-05,0.01083,0.036238,0.030392
0.105897,5.2e-05,0.01083,0.028473,0.023402
0.113718,5e-06,0.00722,0.026757,0.023638
0.105897,1.5e-05,0.039711,0.053172,0.044446
0.109491,5.2e-05,0.021661,0.038483,0.032875
0.101036,8.3e-05,0.01083,0.09917,0.088296
0.093426,0.000144,0.018051,0.14202,0.139434
0.090467,5e-06,0.01083,0.045562,0.037208
0.092581,1.5e-05,0.00722,0.033088,0.027922
0.109491,1.5e-05,0.00722,0.031685,0.023998
0.099345,0.001057,0.045126,0.031186,0.025811
0.102304,0.000134,0.01083,0.086946,0.075074
0.096174,4.1e-05,0.01083,0.04865,0.041628
0.114352,2.6e-05,0.01083,0.041446,0.034899
0.102093,0.000309,0.016245,0.031997,0.025811
0.097865,9.3e-05,0.01083,0.042911,0.0365
0.092581,4.1e-05,0.00722,0.028909,0.02375
0.094483,2.6e-05,0.009025,0.040448,0.032838
0.109702,5e-06,0.009025,0.030375,0.025612
0.110759,4.1e-05,0.00722,0.030063,0.024098
0.105475,0.000103,0.01083,0.055947,0.044334
0.098711,2.6e-05,0.012635,0.028098,0.023067
0.095329,6.7e-05,0.01083,0.037953,0.032168
0.108434,0.000129,0.036101,0.106218,0.096987
0.109491,2.6e-05,0.009025,0.035489,0.028133
0.105686,2.6e-05,0.00722,0.03209,0.028108
0.091524,1.5e-05,0.009025,0.027194,0.023564
0.082224,6.7e-05,0.012635,0.058567,0.04894
0.095963,2.6e-05,0.009025,0.032558,0.025923
0.135701,5.2e-05,0.009025,0.030531,0.023626
0.120059,1.5e-05,0.00722,0.042163,0.032453
0.10632,1.5e-05,0.00722,0.027755,0.023589
0.117523,2.6e-05,0.005415,0.025697,0.023055
0.095329,5.2e-05,0.009025,0.040261,0.034986
0.09702,5.2e-05,0.00722,0.044658,0.035073
0.085183,5.7e-05,0.009025,0.028847,0.023676
0.087931,3.1e-05,0.005415,0.043504,0.033061
0.100402,0.000108,0.021661,0.032495,0.027996
0.107377,1.5e-05,0.005415,0.028597,0.023154
0.118157,4.1e-05,0.009025,0.09231,0.080934
0.114352,0.000361,0.016245,0.036082,0.028306
0.11097,1.5e-05,0.00722,0.026539,0.023328
0.105052,4.1e-05,0.00722,0.057849,0.050244
0.116889,1.5e-05,0.00722,0.049554,0.047984
0.114141,0.000361,0.041516,0.032745,0.023614
0.106743,5.7e-05,0.016245,0.071478,0.0621
0.095117,3.1e-05,0.00722,0.033587,0.028008
0.105686,5e-06,0.005415,0.028192,0.02339
0.10019,1.5e-05,0.005415,0.029377,0.025314
0.111816,5e-06,0.005415,0.043941,0.029697
0.103784,2.6e-05,0.01083,0.036207,0.027835
0.117523,5e-06,0.009025,0.043566,0.035445
0.112873,5e-06,0.00361,0.036986,0.032043
0.099556,1.5e-05,0.005415,0.041352,0.034998
0.097442,5.2e-05,0.019856,0.034741,0.028033
0.103784,5e-06,0.00361,0.035022,0.028319
0.116889,5e-06,0.00722,0.028005,0.023663
0.093215,4.1e-05,0.009025,0.03234,0.028108
0.101458,2.6e-05,0.00722,0.034398,0.028195
0.15874,1.5e-05,0.00722,0.045344,0.033384
0.12323,5e-06,0.036101,0.028036,0.023303
0.115198,3.1e-05,0.012635,0.055729,0.050554
0.120693,0.000134,0.018051,0.086883,0.076216
0.116889,3.1e-05,0.01083,0.049741,0.046023
0.12175,0.000335,0.01083,0.087788,0.077607
0.114352,1.5e-05,0.01083,0.068671,0.06184
0.103149,2.6e-05,0.01083,0.033712,0.028393
0.098922,5e-06,0.00361,0.026757,0.022956
0.122807,3.1e-05,0.019856,0.054201,0.045762
0.129994,9.3e-05,0.012635,0.147633,0.141036
0.115832,0.000103,0.012635,0.057195,0.047376
0.093849,5e-06,0.00361,0.027568,0.023614
0.104629,1.5e-05,0.00722,0.029283,0.025749
0.094272,2.6e-05,0.005415,0.040167,0.034315
0.105686,2.6e-05,0.016245,0.045469,0.037655
0.111816,1.5e-05,0.00722,0.0271,0.022968
0.107588,2.6e-05,0.00722,0.038421,0.032962
0.103149,5e-06,0.005415,0.026976,0.022993
0.116677,2.6e-05,0.009025,0.029626,0.025811
0.11245,3.1e-05,0.00722,0.034211,0.028145
0.094695,2.6e-05,0.00722,0.042756,0.032776
0.092158,1.5e-05,0.028881,0.032277,0.027884
0.090044,0.000103,0.025271,0.027662,0.023191
0.094272,3.1e-05,0.009025,0.047184,0.041504
0.114564,2.6e-05,0.012635,0.059783,0.049921
0.113929,5e-06,0.005415,0.030936,0.025873
0.101458,1.5e-05,0.00361,0.026882,0.02339
0.104418,1.5e-05,0.005415,0.042257,0.035085
0.101458,6.7e-05,0.01083,0.037922,0.031969
0.143099,3.1e-05,0.030686,0.034117,0.024259
0.103572,1.5e-05,0.01083,0.042444,0.034737
0.104629,4.1e-05,0.009025,0.051238,0.045514
0.103149,5e-06,0.005415,0.031653,0.025786
0.097865,3.1e-05,0.005415,0.040417,0.034725
0.104418,1.5e-05,0.00722,0.027132,0.023576
0.113295,2.6e-05,0.009025,0.041196,0.037221
0.104206,2.6e-05,0.016245,0.03867,0.028542
0.113084,1.5e-05,0.009025,0.028441,0.023254
0.11097,4.1e-05,0.037906,0.029439,0.025563
0.11097,1.5e-05,0.01083,0.035333,0.028282
0.098288,3.1e-05,0.016245,0.043972,0.034961
0.091524,0.000289,0.039711,0.02604,0.025079
0.096174,5e-06,0.00722,0.033743,0.023849
0.088988,0.000103,0.045126,0.047184,0.043788
0.112238,1.5e-05,0.012635,0.046591,0.037332
0.119214,5e-06,0.009025,0.031685,0.027909
0.095751,1.5e-05,0.009025,0.02735,0.023539
0.10019,5e-06,0.00722,0.029377,0.025972
0.096174,2.6e-05,0.00722,0.046685,0.037382
0.093849,5e-06,0.00722,0.025822,0.016798
0.099556,5e-06,0.005415,0.038857,0.03038
0.095963,5e-06,0.009025,0.032839,0.027946
0.095751,1.5e-05,0.00722,0.033026,0.028157
0.088142,1.5e-05,0.01083,0.040853,0.034911
0.094272,9.3e-05,0.009025,0.03892,0.032552
0.091524,1.5e-05,0.009025,0.034117,0.028058
0.094695,1.5e-05,0.005415,0.027568,0.023589
0.096597,3.1e-05,0.009025,0.056103,0.045675
0.096174,5e-06,0.009025,0.031404,0.025836
0.103784,1.5e-05,0.01444,0.039886,0.032466
0.111182,5.2e-05,0.01083,0.062621,0.050107
0.100613,6.7e-05,0.019856,0.043161,0.035147
0.089833,5e-06,0.005415,0.028067,0.023067
0.112238,5e-06,0.00722,0.051145,0.042236
0.1171,9.3e-05,0.009025,0.144951,0.13818
0.111393,3.1e-05,0.01083,0.032495,0.028232
0.107588,3.1e-05,0.012635,0.041539,0.036525
0.109491,1.5e-05,0.030686,0.026321,0.022968
0.117311,2.6e-05,0.01083,0.040728,0.032813
0.140985,2.6e-05,0.009025,0.03287,0.023489
0.119848,4.1e-05,0.025271,0.07285,0.063243
0.111816,2.6e-05,0.027076,0.028504,0.023514
0.108645,3.1e-05,0.012635,0.038857,0.032279
0.103995,2.6e-05,0.009025,0.041477,0.034998
0.094272,5e-06,0.005415,0.032932,0.028443
0.094906,1.5e-05,0.00722,0.02735,0.023465
0.096174,3.1e-05,0.009025,0.028628,0.0256
0.106743,1.5e-05,0.039711,0.025354,0.023055
0.099556,3.1e-05,0.005415,0.046092,0.035482
0.092158,1.5e-05,0.01083,0.036051,0.028257
0.094272,1.5e-05,0.00722,0.027662,0.023179
0.102727,2.6e-05,0.00722,0.042413,0.032863
0.097442,3.1e-05,0.00722,0.02604,0.023539
0.094906,5.2e-05,0.021661,0.036518,0.03218
0.102727,4.1e-05,0.00722,0.044814,0.037109
0.1171,5e-06,0.00722,0.025946,0.023154
0.10632,4.1e-05,0.00722,0.039699,0.032714
0.104206,1.5e-05,0.00722,0.027786,0.023191
0.097442,3.1e-05,0.00722,0.041352,0.032912
0.10632,1.5e-05,0.005415,0.030999,0.02339
0.105686,3.1e-05,0.009025,0.033493,0.028406
0.111393,3.1e-05,0.00722,0.032963,0.027959
0.117523,2.6e-05,0.00722,0.047277,0.037841
0.107588,2.6e-05,0.005415,0.03945,0.034564
0.103995,5e-06,0.021661,0.027911,0.023142
0.111816,0.0,0.00722,0.026726,0.023527
0.112661,2.6e-05,0.00722,0.047714,0.037581
0.104206,5e-06,0.009025,0.027443,0.023812
0.106743,5e-06,0.00722,0.032589,0.02817
0.116043,1.5e-05,0.005415,0.031248,0.023614
0.105475,1.5e-05,0.048736,0.034148,0.028232
0.094483,1.5e-05,0.00722,0.04681,0.03763
0.101881,5e-06,0.00722,0.030593,0.025836
0.095329,2.6e-05,0.00722,0.042724,0.036811
0.101881,0.000284,0.01083,0.040541,0.034142
0.100613,8.3e-05,0.009025,0.130419,0.127019
0.094272,2.6e-05,0.00722,0.033026,0.028033
0.09089,5e-06,0.005415,0.033182,0.02786
0.104629,3.1e-05,0.00722,0.033649,0.028095
0.122596,1.5e-05,0.00361,0.047277,0.032813
0.125343,3.1e-05,0.012635,0.031186,0.025687
0.104206,1.5e-05,0.00722,0.03393,0.028319
0.105052,1.5e-05,0.005415,0.040167,0.032739
0.095963,3.1e-05,0.00722,0.042257,0.039517
0.105475,1.5e-05,0.021661,0.034959,0.023775
0.104629,2.6e-05,0.005415,0.030687,0.025948
0.10632,2.6e-05,0.009025,0.026508,0.023167
0.106531,4.1e-05,0.018051,0.046124,0.037779
0.10019,2.6e-05,0.00722,0.031154,0.02565
0.134644,2.6e-05,0.01083,0.03761,0.028319
0.109491,1.5e-05,0.021661,0.047153,0.039257
0.116677,1.5e-05,0.00722,0.027194,0.023527
0.103149,1.5e-05,0.01444,0.03708,0.028443
0.079687,3.1e-05,0.009025,0.064617,0.055694
0.108856,1.5e-05,0.009025,0.034086,0.028071
0.111816,5e-06,0.019856,0.028691,0.023427
0.095751,9.3e-05,0.019856,0.031809,0.025836
0.106531,0.000129,0.018051,0.14913,0.144462
0.097865,5.2e-05,0.009025,0.043535,0.035073
0.099556,1.5e-05,0.005415,0.034211,0.026022
0.110759,4.1e-05,0.023466,0.05813,0.053323
0.123018,1.5e-05,0.00722,0.030219,0.023477
0.108222,2.6e-05,0.009025,0.03209,0.02817
0.097865,5.2e-05,0.012635,0.041571,0.034874
0.090044,0.000351,0.019856,0.034803,0.028319
0.097865,0.000263,0.028881,0.033119,0.028021
0.092158,0.000155,0.01444,0.034367,0.028145
0.100613,5e-06,0.00722,0.030967,0.026047
0.107588,5e-06,0.005415,0.045313,0.037518
0.115198,1.5e-05,0.009025,0.03524,0.026208
0.101036,6.7e-05,0.012635,0.028535,0.023539
0.092581,1.5e-05,0.005415,0.029876,0.02555
0.093849,5e-06,0.00722,0.031903,0.02786
0.101458,3.1e-05,0.025271,0.040822,0.034924
0.097654,4.1e-05,0.01083,0.063276,0.054453
0.1171,1.5e-05,0.01083,0.034055,0.028133
0.116677,5.7e-05,0.012635,0.032246,0.028071
0.120059,5e-06,0.021661,0.033431,0.028021
0.109702,5e-06,0.005415,0.028223,0.023303
0.123441,1.5e-05,0.009025,0.04472,0.03295
0.11245,5e-06,0.005415,0.029283,0.025364
0.11245,3.1e-05,0.00722,0.029689,0.025712
0.094483,5e-06,0.018051,0.025884,0.023465
0.100402,0.000593,0.012635,0.037672,0.032168
0.104418,1.5e-05,0.005415,0.055136,0.044521
0.093638,1.5e-05,0.00722,0.035614,0.030591
0.09089,5e-06,0.00722,0.030967,0.023502
0.099133,2.6e-05,0.00722,0.04051,0.0329
0.109068,5e-06,0.00722,0.031622,0.027984
0.10019,5e-06,0.005415,0.030219,0.023328
0.093215,1.5e-05,0.00722,0.042568,0.032466
0.101458,5e-06,0.00722,0.02682,0.023241
0.114141,1.5e-05,0.00722,0.041976,0.035234
0.101247,2.6e-05,0.00722,0.043255,0.037009
0.091313,5e-06,0.005415,0.029065,0.023092
0.107588,1.5e-05,0.01083,0.038982,0.032875
