load_1,disk_r,disk_svc,disk_w,disk_wb
0.221398,0.000244,0.121622,0.091313,0.168162
0.238347,0.000122,0.108108,0.088176,0.152454
0.150424,0.0,0.081081,0.084833,0.197457
0.127119,0.0,0.108108,0.078333,0.207751
0.121822,0.000122,0.135135,0.10095,0.194921
0.10911,0.000122,0.148649,0.085819,0.166951
0.136653,0.0,0.094595,0.083556,0.35328
0.134534,0.000122,0.081081,0.076089,0.13266
0.101695,0.0,0.135135,0.056203,0.061656
0.079449,0.000366,0.094595,0.095419,0.143598
0.073093,0.000366,0.081081,0.084618,0.180122
0.101695,0.0,0.108108,0.088919,0.168313
0.157839,0.0,0.135135,0.047936,0.140002
0.144068,0.000489,0.108108,0.077178,0.176034
0.254237,0.000122,0.094595,0.085819,0.155407
0.255297,0.000244,0.121622,0.080003,0.160819
0.258475,0.000122,0.135135,0.080311,0.144052
0.177966,0.000366,0.121622,0.075416,0.203739
0.175847,0.0,0.094595,0.084057,0.174255
0.15572,0.000244,0.121622,0.085941,0.202755
0.102754,0.000122,0.094595,0.084187,0.164831
0.108051,0.0,0.135135,0.084272,0.139586
0.088983,0.000122,0.094595,0.076384,0.177132
0.111229,0.000244,0.094595,0.080835,0.162068
0.149364,0.000122,0.108108,0.055431,0.185875
0.164195,0.000122,0.135135,0.077478,0.165739
0.20339,0.000244,0.135135,0.079792,0.143863
0.111229,0.000489,0.162162,0.076262,0.180538
0.113347,0.000366,0.108108,0.097612,0.164036
0.083686,0.0,0.121622,0.09468,0.163204
0.103814,0.000122,0.067568,0.078319,0.163052
0.149364,0.000244,0.148649,0.053374,0.153703
0.121822,0.0,0.081081,0.087437,0.239885
0.114407,0.000366,0.108108,0.075963,0.195451
0.104873,0.000244,0.162162,0.087563,0.164528
0.112288,0.000122,0.094595,0.080826,0.165134
0.128178,0.000366,0.108108,0.078834,0.168654
0.080508,0.000122,0.081081,0.075102,0.150146
0.128178,0.0,0.108108,0.084201,0.184664
0.240466,0.000366,0.108108,0.091397,0.151243
0.118644,0.0,0.081081,0.083126,0.181371
0.118644,0.000122,0.135135,0.08012,0.14954
0.113347,0.000122,0.121622,0.076234,0.188638
0.129237,0.000122,0.148649,0.039482,0.164755
0.161017,0.0,0.135135,0.086362,0.166269
0.14089,0.000122,0.094595,0.076818,0.182733
0.223517,0.000733,0.108108,0.083224,0.175921
0.228814,0.000489,0.081081,0.077646,0.201014
0.211864,0.0,0.094595,0.083977,0.227054
0.25,0.0,0.081081,0.084702,0.149805
0.248941,0.000122,0.121622,0.080732,0.184285
0.130297,0.0,0.121622,0.086058,0.13565
0.135593,0.000244,0.094595,0.078866,0.197192
0.135593,0.0,0.094595,0.076491,0.167329
0.223517,0.00309,0.108108,0.06187,0.163431
0.159958,0.000244,0.094595,0.090317,0.165323
0.136653,0.000122,0.094595,0.081003,0.168464
0.092161,0.000244,0.067568,0.074934,0.166799
0.158898,0.0,0.148649,0.079474,0.16661
0.192797,0.000122,0.121622,0.089373,0.165437
0.14089,0.000122,0.067568,0.091898,0.166799
0.144068,0.0,0.108108,0.073746,0.174104
0.138771,0.000122,0.108108,0.071254,0.181901
0.117585,0.000122,0.121622,0.073508,0.242989
0.179025,0.000244,0.121622,0.091692,0.169108
0.246822,0.0,0.108108,0.076239,0.152871
0.309322,0.0,0.094595,0.080456,0.188486
0.263771,0.000489,0.108108,0.075785,0.32671
0.173729,0.000122,0.108108,0.076762,0.158018
0.157839,0.000366,0.121622,0.082542,0.218841
0.179025,0.000366,0.108108,0.078324,0.169221
0.121822,0.000244,0.121622,0.078511,0.172893
0.112288,0.000244,0.094595,0.077534,0.174634
0.192797,0.000244,0.148649,0.079212,0.155369
0.130297,0.000366,0.108108,0.057765,0.187351
0.157839,0.000122,0.081081,0.086535,0.155596
0.15678,0.0,0.081081,0.077567,0.195148
0.278602,0.0,0.121622,0.069973,0.214337
0.210805,0.000122,0.108108,0.077637,0.190265
0.143008,0.000122,0.121622,0.085095,0.200522
0.134534,0.0,0.094595,0.075762,0.174823
0.168432,0.000122,0.121622,0.075972,0.172325
0.181144,0.000244,0.094595,0.072166,0.157186
0.20339,0.000366,0.094595,0.070871,0.191401
0.195975,0.000244,0.094595,0.057073,0.186367
0.277542,0.000244,0.175676,0.086058,0.171947
0.175847,0.0,0.121622,0.077824,0.174369
0.139831,0.0,0.081081,0.071469,0.173423
0.14089,0.000122,0.108108,0.074125,0.173801
0.154661,0.000122,0.094595,0.079937,0.157678
0.188559,0.0,0.135135,0.079544,0.204496
0.145127,0.000489,0.121622,0.07867,0.17452
0.165254,0.000244,0.121622,0.072264,0.194315
0.143008,0.000122,0.121622,0.064834,0.189168
0.220339,0.002345,0.121622,0.049068,0.159646
0.188559,0.000122,0.094595,0.072227,0.19318
0.144068,0.0,0.067568,0.069697,0.163544
0.211864,0.000122,0.094595,0.079236,0.160933
0.129237,0.0,0.067568,0.065554,0.156807
0.126059,0.0,0.067568,0.06742,0.157753
0.125,0.000122,0.135135,0.071044,0.141781
0.144068,0.0,0.094595,0.058391,0.159797
0.111229,0.000611,0.121622,0.05206,0.159456
0.106992,0.000366,0.121622,0.058536,0.15552
0.147246,0.0,0.108108,0.069477,0.171757
0.129237,0.000244,0.121622,0.062183,0.173801
0.120763,0.000122,0.094595,0.088667,0.164112
0.153602,0.000366,0.081081,0.055712,0.172552
0.104873,0.000122,0.081081,0.037201,0.231331
0.098517,0.000122,0.081081,0.056563,0.15306
0.072034,0.000122,0.094595,0.066448,0.153363
0.083686,0.000244,0.067568,0.057966,0.156845
0.137712,0.0,0.067568,0.058765,0.154839
0.092161,0.000366,0.067568,0.052271,0.118996
0.097458,0.0,0.067568,0.056376,0.189735
0.084746,0.0,0.108108,0.062094,0.151849
0.074153,0.000122,0.108108,0.056521,0.142576
0.106992,0.0,0.121622,0.052121,0.170357
0.184322,0.000122,0.081081,0.053547,0.1506
0.148305,0.000122,0.148649,0.051074,0.155142
0.101695,0.000244,0.094595,0.061566,0.152038
0.055085,0.0,0.094595,0.044789,0.160251
0.058263,0.000122,0.108108,0.046978,0.370766
0.052966,0.000122,0.081081,0.05012,0.177662
0.087924,0.000244,0.108108,0.050699,0.171682
0.082627,0.0,0.094595,0.058284,0.155407
0.102754,0.0,0.094595,0.055516,0.155407
0.100636,0.0,0.081081,0.048427,0.153174
0.056144,0.000122,0.094595,0.052107,0.152227
0.100636,0.000122,0.108108,0.046206,0.169865
0.15678,0.000122,0.081081,0.056633,0.136066
0.202331,0.0,0.081081,0.050227,0.152682
0.133475,0.0,0.108108,0.045523,0.170243
0.059322,0.000244,0.189189,0.046192,0.147156
0.095339,0.000366,0.081081,0.051382,0.154915
0.113347,0.000122,0.067568,0.053327,0.135233
0.121822,0.000122,0.067568,0.04853,0.1601
0.059322,0.000244,0.121622,0.042451,0.222247
0.087924,0.000244,0.081081,0.046108,0.180765
0.043432,0.000244,0.121622,0.040572,0.154498
0.086864,0.0,0.067568,0.041343,0.149919
0.118644,0.0,0.108108,0.06411,0.154158
0.079449,0.0,0.081081,0.032576,0.152984
0.102754,0.000122,0.081081,0.050887,0.131676
0.058263,0.000122,0.081081,0.0561,0.199008
0.112288,0.0,0.054054,0.048609,0.150713
0.112288,0.0,0.067568,0.051569,0.15465
0.079449,0.0,0.054054,0.049806,0.133909
0.085805,0.0,0.081081,0.048376,0.150184
0.075212,0.000122,0.067568,0.047922,0.153439
0.118644,0.000122,0.067568,0.062473,0.165626
0.087924,0.0,0.081081,0.063362,0.159305
0.074153,0.000366,0.067568,0.03569,0.134931
0.074153,0.000122,0.081081,0.048516,0.234283
0.092161,0.0,0.081081,0.049914,0.153552
0.081568,0.000122,0.067568,0.059476,0.165437
0.059322,0.0,0.054054,0.055324,0.156845
0.111229,0.0,0.054054,0.048399,0.114265
0.134534,0.0,0.067568,0.053047,0.163393
0.085805,0.016892,0.135135,0.049647,0.157337
0.101695,0.0,0.054054,0.057358,0.165285
0.079449,0.0,0.081081,0.056474,0.154082
0.095339,0.000122,0.081081,0.047249,0.149729
0.067797,0.000366,0.067568,0.046459,0.132054
0.057203,0.0,0.081081,0.031879,0.152757
0.036017,0.0,0.054054,0.077417,0.168805
0.074153,0.000122,0.054054,0.061145,0.174596
0.043432,0.001722,0.094595,0.051616,0.188524
0.088983,0.0,0.054054,0.056035,0.202263
0.067797,0.000244,0.067568,0.045472,0.152682
0.114407,0.0,0.054054,0.058438,0.148102
0.106992,0.0,0.067568,0.029485,0.151584
0.102754,0.000366,0.054054,0.049891,0.149881
0.092161,0.0,0.067568,0.044976,0.133076
0.056144,0.0,0.067568,0.047698,0.151962
0.084746,0.0,0.054054,0.048871,0.147799
0.108051,0.000122,0.054054,0.045486,0.168616
0.065678,0.0,0.081081,0.041708,0.147042
0.079449,0.0,0.094595,0.044541,0.131865
0.070975,0.0,0.054054,0.039964,0.167518
0.07839,0.0,0.067568,0.052084,0.02551
0.068856,0.0,0.081081,0.049175,0.148632
0.128178,0.000122,0.067568,0.04147,0.192953
0.084746,0.0,0.054054,0.037495,0.204686
0.09322,0.0,0.094595,0.040857,0.134363
0.073093,0.0,0.040541,0.04276,0.33973
0.065678,0.0,0.067568,0.040207,0.134287
0.043432,0.0,0.040541,0.036831,0.166799
0.028602,0.0,0.054054,0.040656,0.130691
0.051907,0.0,0.054054,0.018315,0.18315
0.056144,0.0,0.067568,0.045888,0.152757
0.098517,0.0,0.081081,0.042676,0.147345
0.114407,0.0,0.081081,0.03742,0.150789
0.106992,0.0,0.054054,0.036509,0.145604
0.075212,0.0,0.067568,0.037135,0.134703
0.143008,0.0,0.054054,0.040497,0.164945
0.079449,0.000733,0.054054,0.039295,0.366489
0.059322,0.001722,0.067568,0.036139,0.17399
0.131356,0.0,0.054054,0.036597,0.233602
0.086864,0.0,0.067568,0.033881,0.117936
0.056144,0.0,0.040541,0.041175,0.147875
0.066737,0.0,0.081081,0.044691,0.161879
0.037076,0.000122,0.067568,0.035662,0.16854
0.039195,0.0,0.040541,0.02898,0.128648
0.050847,0.0,0.054054,0.037757,0.159911
0.085805,0.0,0.040541,0.03648,0.182847
0.039195,0.0,0.054054,0.038865,0.145755
0.063559,0.000122,0.054054,0.032268,0.152
0.044492,0.0,0.054054,0.036364,0.145112
0.083686,0.0,0.027027,0.026086,0.149464
0.066737,0.0,0.040541,0.037434,0.131297
0.047669,0.0,0.054054,0.03988,0.166383
0.050847,0.0,0.040541,0.03201,0.181636
0.038136,0.0,0.054054,0.030509,0.202377
0.054025,0.0,0.054054,0.033712,0.150978
0.04661,0.0,0.040541,0.041208,0.146512
0.074153,0.0,0.040541,0.034531,0.115325
0.047669,0.001844,0.081081,0.015061,0.183263
0.034958,0.0,0.040541,0.033315,0.145793
0.049788,0.0,0.040541,0.029509,0.141592
0.034958,0.0,0.054054,0.04117,0.142008
0.052966,0.0,0.054054,0.044976,0.145225
0.055085,0.0,0.040541,0.030028,0.165361
0.059322,0.0,0.027027,0.028606,0.129594
0.036017,0.000244,0.081081,0.02877,0.149237
0.049788,0.001722,0.067568,0.035517,0.167972
0.033898,0.000122,0.040541,0.038234,0.148972
0.060381,0.000244,0.067568,0.031286,0.213277
0.060381,0.0,0.027027,0.032875,0.174066
0.096398,0.0,0.027027,0.027302,0.166913
0.054025,0.000122,0.027027,0.021873,0.145642
0.074153,0.0,0.040541,0.043013,0.142803
0.047669,0.002699,0.067568,0.030224,0.151433
0.036017,0.0,0.040541,0.044757,0.110329
0.059322,0.0,0.040541,0.022696,0.16748
0.052966,0.0,0.027027,0.038482,0.146361
0.032839,0.0,0.027027,0.034227,0.129556
0.011653,0.0,0.027027,0.027914,0.165966
0.016949,0.0,0.040541,0.032927,0.16169
0.034958,0.000122,0.027027,0.02589,0.149654
0.023305,0.0,0.040541,0.033165,0.130994
0.022246,0.0,0.040541,0.032618,0.163885
0.016949,0.0,0.027027,0.024707,0.192044
0.01589,0.0,0.027027,0.02531,0.19019
0.076271,0.000122,0.040541,0.025352,0.148178
0.0625,0.0,0.027027,0.031552,0.145642
0.090042,0.000122,0.040541,0.029724,0.320048
0.065678,0.0,0.067568,0.023276,0.152568
0.04661,0.0,0.027027,0.009174,0.14409
0.042373,0.0,0.027027,0.022126,0.165172
0.039195,0.0,0.040541,0.031889,0.146739
0.029661,0.0,0.054054,0.030944,0.128383
0.090042,0.000244,0.040541,0.044476,0.166951
0.045551,0.0,0.027027,0.034755,0.127323
0.040254,0.0,0.054054,0.029626,0.163204
0.043432,0.0,0.027027,0.028111,0.115968
0.043432,0.000122,0.027027,0.02639,0.178986
0.039195,0.0,0.027027,0.022182,0.149692
0.056144,0.000122,0.054054,0.027816,0.230688
0.086864,0.0,0.040541,0.022187,0.14761
0.072034,0.000244,0.027027,0.040095,0.145415
0.041314,0.0,0.027027,0.018105,0.128307
0.0625,0.000122,0.040541,0.025726,0.134703
0.049788,0.0,0.067568,0.021602,0.161387
0.0625,0.0,0.040541,0.022944,0.191325
0.072034,0.0,0.027027,0.028073,0.111313
0.054025,0.000122,0.040541,0.02582,0.1777
0.082627,0.0,0.054054,0.018638,0.147534
0.073093,0.0,0.027027,0.032001,0.147042
0.112288,0.0,0.013514,0.031735,0.15446
0.115466,0.000122,0.013514,0.045327,0.130048
0.054025,0.0,0.027027,0.04219,0.164793
0.039195,0.0,0.027027,0.020957,0.192309
0.028602,0.0,0.027027,0.02106,0.171076
0.055085,0.0,0.027027,0.022336,0.163771
0.041314,0.0,0.027027,0.040866,0.146437
0.041314,0.0,0.013514,0.03713,0.143144
0.049788,0.0,0.027027,0.032464,0.15007
0.029661,0.000122,0.040541,0.028522,0.126112
0.038136,0.0,0.027027,0.011479,0.166913
0.059322,0.000122,0.027027,0.048151,0.146134
0.076271,0.0,0.040541,0.025932,0.143598
0.036017,0.0,0.027027,0.034479,0.14867
0.057203,0.0,0.027027,0.031057,0.143522
0.101695,0.0,0.027027,0.032029,0.148102
0.070975,0.0,0.013514,0.044027,0.131562
0.028602,0.0,0.027027,0.042115,0.182355
0.051907,0.0,0.013514,0.034376,0.181333
0.065678,0.0,0.013514,0.039183,0.202869
0.067797,0.0,0.013514,0.033694,0.14708
0.054025,0.0,0.013514,0.045832,0.144052
0.059322,0.0,0.013514,0.027835,0.143711
0.050847,0.0,0.027027,0.040941,0.149124
0.036017,0.0,0.013514,0.031239,0.143106
0.025424,0.0,0.040541,0.037748,0.130048
0.057203,0.0,0.013514,0.04392,0.148443
0.033898,0.000122,0.040541,0.038365,0.16256
0.049788,0.0,0.013514,0.02971,0.118958
0.079449,0.0,0.027027,0.026231,0.171947
0.058263,0.0,0.013514,0.033221,0.143447
0.033898,0.0,0.054054,0.046618,0.148253
0.037076,0.0,0.027027,0.028634,0.133719
0.029661,0.0,0.027027,0.040913,0.365808
0.038136,0.0,0.013514,0.031239,0.167518
0.029661,0.0,0.027027,0.025562,0.176299
0.03178,0.0,0.027027,0.040483,0.130691
0.020127,0.0,0.013514,0.043662,0.16116
0.029661,0.0,0.013514,0.029995,0.148291
0.028602,0.0,0.027027,0.038023,0.144998
0.027542,0.0,0.013514,0.028695,0.143182
0.069915,0.0,0.013514,0.039562,0.148026
0.092161,0.0,0.054054,0.025689,0.16063
0.038136,0.000122,0.013514,0.034704,0.148632
0.042373,0.0,0.013514,0.030154,0.125279
0.033898,0.0,0.013514,0.044181,0.145566
0.024364,0.0,0.027027,0.035919,0.162825
0.034958,0.0,0.013514,0.036485,0.149616
0.033898,0.0,0.013514,0.030173,0.177472
0.073093,0.0,0.027027,0.033549,0.171682
0.051907,0.0,0.013514,0.027447,0.171795
0.040254,0.0,0.013514,0.039342,0.146512
0.028602,0.0,0.013514,0.039337,0.143636
0.013771,0.0,0.013514,0.03252,0.148291
0.048729,0.0,0.013514,0.028443,0.14216
0.092161,0.0,0.013514,0.019751,0.168464
0.063559,0.0,0.013514,0.038846,0.150676
0.040254,0.0,0.013514,0.037294,0.141933
0.055085,0.0,0.013514,0.029794,0.131789
0.034958,0.0,0.040541,0.020639,0.15851
0.077331,0.0,0.013514,0.027601,0.142614
0.048729,0.000122,0.013514,0.036953,0.146815
0.033898,0.000122,0.040541,0.035442,0.149351
0.044492,0.0,0.013514,0.035601,0.234208
0.077331,0.0,0.013514,0.033628,0.125733
0.063559,0.0,0.013514,0.035672,0.145225
0.049788,0.002333,0.040541,0.029345,0.162257
0.04661,0.0,0.027027,0.041315,0.128686
0.033898,0.0,0.027027,0.033413,0.14867
0.029661,0.0,0.013514,0.037561,0.141138
0.051907,0.0,0.013514,0.026044,0.144355
0.039195,0.0,0.013514,0.025539,0.162749
0.066737,0.0,0.013514,0.045654,0.128837
0.063559,0.0,0.013514,0.047408,0.148745
0.045551,0.0,0.013514,0.042774,0.159078
0.034958,0.000122,0.013514,0.035709,0.126907
0.0625,0.0,0.013514,0.040544,0.182582
0.034958,0.000122,0.013514,0.063076,0.131638
0.038136,0.0,0.013514,0.043821,0.197419
0.045551,0.0,0.013514,0.041811,0.199614
0.024364,0.000122,0.013514,0.040586,0.147421
0.029661,0.0,0.013514,0.043228,0.129178
0.044492,0.0,0.013514,0.043143,0.142652
0.018008,0.0,0.013514,0.053556,0.16415
0.033898,0.0,0.013514,0.0432,0.141895
0.039195,0.0,0.013514,0.042157,0.128799
0.042373,0.0,0.0,0.059682,0.162749
0.033898,0.0,0.027027,0.051312,0.144317
0.038136,0.000244,0.013514,0.041839,0.132395
0.036017,0.000244,0.013514,0.038262,0.158851
0.019068,0.0,0.013514,0.03548,0.126831
0.013771,0.0,0.013514,0.031641,0.160933
0.034958,0.0,0.013514,0.055894,0.149881
0.022246,0.0,0.013514,0.039833,0.156807
0.020127,0.000122,0.027027,0.033988,0.111162
0.027542,0.0,0.027027,0.025862,0.121381
0.044492,0.0,0.027027,0.04499,0.131335
0.039195,0.0,0.027027,0.054552,0.33356
0.039195,0.0,0.013514,0.039959,0.148745
0.041314,0.0,0.013514,0.036209,0.10995
0.032839,0.0,0.027027,0.043574,0.207714
0.039195,0.000122,0.027027,0.04348,0.146777
0.027542,0.000122,0.013514,0.045299,0.127777
0.033898,0.0,0.013514,0.050812,0.165134
0.045551,0.000122,0.013514,0.054903,0.140192
0.023305,0.0,0.027027,0.042503,0.128988
0.023305,0.0,0.013514,0.037677,0.145566
0.082627,0.0,0.013514,0.052504,0.161917
0.048729,0.0,0.013514,0.056647,0.177018
0.050847,0.0,0.013514,0.04082,0.170508
0.033898,0.000122,0.013514,0.041858,0.171
0.012712,0.000366,0.013514,0.040174,0.099391
0.038136,0.0,0.013514,0.058316,0.162939
0.026483,0.0,0.0,0.048736,0.177018
0.019068,0.0,0.013514,0.048404,0.145301
0.013771,0.0,0.013514,0.045944,0.12967
0.069915,0.0,0.013514,0.035171,0.146929
0.052966,0.0,0.013514,0.058882,0.184474
0.049788,0.0,0.027027,0.058022,0.110632
0.088983,0.0,0.0,0.048979,0.160895
0.106992,0.0,0.013514,0.054833,0.143825
0.066737,0.0,0.0,0.05249,0.147042
0.041314,0.0,0.013514,0.058625,0.162333
0.044492,0.0,0.013514,0.052154,0.14515
0.049788,0.000122,0.027027,0.058672,0.231823
0.024364,0.0,0.013514,0.035167,0.142462
0.027542,0.0,0.013514,0.058508,0.13353
0.029661,0.0,0.013514,0.078432,0.154498
0.022246,0.0,0.013514,0.062193,0.144733
0.008475,0.0,0.013514,0.056306,0.146437
0.028602,0.0,0.013514,0.048362,0.125128
0.022246,0.0,0.013514,0.053346,0.163128
0.019068,0.0,0.013514,0.073966,0.143976
0.022246,0.0,0.013514,0.042825,0.144506
0.034958,0.0,0.013514,0.055459,0.147496
0.038136,0.0,0.013514,0.041596,0.123803
0.037076,0.0,0.013514,0.042652,0.183225
0.026483,0.0,0.013514,0.076524,0.131713
0.025424,0.0,0.013514,0.053701,0.149956
0.014831,0.0,0.027027,0.043443,0.246433
0.005297,0.0,0.027027,0.034933,0.125431
0.019068,0.0,0.013514,0.043527,0.16468
0.029661,0.0,0.013514,0.048296,0.123689
0.014831,0.0,0.027027,0.039576,0.159494
0.016949,0.0,0.027027,0.046342,0.146512
0.033898,0.0,0.013514,0.035559,0.14303
0.042373,0.0,0.027027,0.03945,0.132584
