"datetime";"id";"value";"index"
"2019-07-08 18:37:04";"Volume Flow RateRMS";38.0;41239
"2019-07-08 18:37:04";"Pressure";0.382638;41240
"2019-07-08 18:37:04";"Thermocouple";24.0302;41241
"2019-07-08 18:37:05";"Current";0.000712708;41242
"2019-07-08 18:37:05";"Temperature";46.2104;41243
"2019-07-08 18:37:05";"Voltage";233.404;41244
"2019-07-08 18:37:05";"Accelerometer1RMS";0.0366399;41245
"2019-07-08 18:37:05";"Accelerometer2RMS";0.0646328;41246
"2019-07-08 18:37:05";"Volume Flow RateRMS";38.0;41247
"2019-07-08 18:37:05";"Pressure";0.382638;41248
"2019-07-08 18:37:05";"Thermocouple";24.0302;41249
"2019-07-08 18:37:06";"Current";0.000633334;41250
"2019-07-08 18:37:06";"Temperature";45.97;41251
"2019-07-08 18:37:06";"Voltage";225.16;41252
"2019-07-08 18:37:06";"Accelerometer1RMS";0.0368877;41253
"2019-07-08 18:37:06";"Accelerometer2RMS";0.0634099;41254
"2019-07-08 18:37:06";"Volume Flow RateRMS";37.9696;41255
"2019-07-08 18:37:06";"Pressure";0.054711;41256
"2019-07-08 18:37:06";"Thermocouple";24.0388;41257
"2019-07-08 18:37:07";"Current";0.000789094;41258
"2019-07-08 18:37:07";"Temperature";46.0511;41259
"2019-07-08 18:37:07";"Voltage";233.032;41260
"2019-07-08 18:37:07";"Accelerometer1RMS";0.0381476;41261
"2019-07-08 18:37:07";"Accelerometer2RMS";0.0653349;41262
"2019-07-08 18:37:07";"Volume Flow RateRMS";37.0312;41263
"2019-07-08 18:37:07";"Pressure";-0.273216;41264
"2019-07-08 18:37:07";"Thermocouple";24.0415;41265
"2019-07-08 18:37:08";"Current";0.000887305;41266
"2019-07-08 18:37:08";"Temperature";46.0666;41267
"2019-07-08 18:37:08";"Voltage";242.703;41268
"2019-07-08 18:37:08";"Accelerometer1RMS";0.0361635;41269
"2019-07-08 18:37:08";"Accelerometer2RMS";0.0666322;41270
"2019-07-08 18:37:08";"Volume Flow RateRMS";38.0;41271
"2019-07-08 18:37:08";"Pressure";0.054711;41272
"2019-07-08 18:37:08";"Thermocouple";24.0385;41273
"2019-07-08 18:37:09";"Current";0.000774396;41274
"2019-07-08 18:37:09";"Temperature";46.1382;41275
"2019-07-08 18:37:09";"Voltage";232.738;41276
"2019-07-08 18:37:09";"Accelerometer1RMS";0.0376377;41277
"2019-07-08 18:37:09";"Accelerometer2RMS";0.0599979;41278
"2019-07-08 18:37:09";"Volume Flow RateRMS";38.0;41279
"2019-07-08 18:37:09";"Pressure";-0.273216;41280
"2019-07-08 18:37:09";"Thermocouple";24.0431;41281
"2019-07-08 18:37:10";"Current";0.00071799;41282
"2019-07-08 18:37:10";"Temperature";45.8754;41283
"2019-07-08 18:37:10";"Voltage";230.899;41284
"2019-07-08 18:37:10";"Accelerometer1RMS";0.0365521;41285
"2019-07-08 18:37:10";"Accelerometer2RMS";0.0691049;41286
"2019-07-08 18:37:10";"Volume Flow RateRMS";38.0;41287
"2019-07-08 18:37:10";"Pressure";0.710565;41288
"2019-07-08 18:37:10";"Thermocouple";24.0459;41289
"2019-07-08 18:37:11";"Current";0.00078306;41290
"2019-07-08 18:37:11";"Temperature";45.8767;41291
"2019-07-08 18:37:11";"Voltage";234.604;41292
"2019-07-08 18:37:11";"Accelerometer1RMS";0.036296;41293
"2019-07-08 18:37:11";"Accelerometer2RMS";0.0678973;41294
"2019-07-08 18:37:11";"Volume Flow RateRMS";38.0;41295
"2019-07-08 18:37:11";"Pressure";0.054711;41296
"2019-07-08 18:37:11";"Thermocouple";24.0446;41297
"2019-07-08 18:37:12";"Current";0.000852404;41298
"2019-07-08 18:37:12";"Temperature";45.8065;41299
"2019-07-08 18:37:12";"Voltage";235.12;41300
"2019-07-08 18:37:12";"Accelerometer1RMS";0.0370343;41301
"2019-07-08 18:37:12";"Accelerometer2RMS";0.0589179;41302
"2019-07-08 18:37:12";"Volume Flow RateRMS";38.0;41303
"2019-07-08 18:37:12";"Pressure";0.054711;41304
"2019-07-08 18:37:12";"Thermocouple";24.0492;41305
"2019-07-08 18:37:13";"Current";0.000811649;41306
"2019-07-08 18:37:13";"Temperature";45.7359;41307
"2019-07-08 18:37:13";"Voltage";241.124;41308
"2019-07-08 18:37:13";"Accelerometer1RMS";0.0370545;41309
"2019-07-08 18:37:13";"Accelerometer2RMS";0.0691778;41310
"2019-07-08 18:37:13";"Volume Flow RateRMS";38.0;41311
"2019-07-08 18:37:13";"Pressure";0.054711;41312
"2019-07-08 18:37:13";"Thermocouple";24.0462;41313
"2019-07-08 18:37:14";"Current";0.000833235;41314
"2019-07-08 18:37:14";"Temperature";46.0095;41315
"2019-07-08 18:37:14";"Voltage";253.188;41316
"2019-07-08 18:37:14";"Accelerometer1RMS";0.0369997;41317
"2019-07-08 18:37:14";"Accelerometer2RMS";0.0619917;41318
"2019-07-08 18:37:14";"Volume Flow RateRMS";38.0;41319
"2019-07-08 18:37:14";"Pressure";-0.273216;41320
"2019-07-08 18:37:14";"Thermocouple";24.0545;41321
"2019-07-08 18:37:16";"Current";0.000854692;41322
"2019-07-08 18:37:16";"Temperature";45.7577;41323
"2019-07-08 18:37:16";"Voltage";225.849;41324
"2019-07-08 18:37:16";"Accelerometer1RMS";0.0373472;41325
"2019-07-08 18:37:16";"Accelerometer2RMS";0.0653325;41326
"2019-07-08 18:37:16";"Volume Flow RateRMS";38.0312;41327
"2019-07-08 18:37:16";"Pressure";0.382638;41328
"2019-07-08 18:37:16";"Thermocouple";24.0595;41329
"2019-07-08 18:37:17";"Current";0.00081524;41330
"2019-07-08 18:37:17";"Temperature";45.8875;41331
"2019-07-08 18:37:17";"Voltage";232.243;41332
"2019-07-08 18:37:17";"Accelerometer1RMS";0.0361572;41333
"2019-07-08 18:37:17";"Accelerometer2RMS";0.0621395;41334
"2019-07-08 18:37:17";"Volume Flow RateRMS";38.9696;41335
"2019-07-08 18:37:17";"Pressure";0.382638;41336
"2019-07-08 18:37:17";"Thermocouple";24.0595;41337
"2019-07-08 18:37:18";"Current";0.000775125;41338
"2019-07-08 18:37:18";"Temperature";45.6181;41339
"2019-07-08 18:37:18";"Voltage";240.874;41340
"2019-07-08 18:37:18";"Accelerometer1RMS";0.0381063;41341
"2019-07-08 18:37:18";"Accelerometer2RMS";0.0657259;41342
"2019-07-08 18:37:18";"Volume Flow RateRMS";38.0;41343
"2019-07-08 18:37:18";"Pressure";0.054711;41344
"2019-07-08 18:37:18";"Thermocouple";24.0623;41345
"2019-07-08 18:37:19";"Current";0.000851467;41346
"2019-07-08 18:37:19";"Temperature";46.0231;41347
"2019-07-08 18:37:19";"Voltage";234.33;41348
"2019-07-08 18:37:19";"Accelerometer1RMS";0.0356227;41349
"2019-07-08 18:37:19";"Accelerometer2RMS";0.0662184;41350
"2019-07-08 18:37:19";"Volume Flow RateRMS";38.0;41351
"2019-07-08 18:37:19";"Pressure";-0.273216;41352
"2019-07-08 18:37:19";"Thermocouple";24.0539;41353
"2019-07-08 18:37:20";"Current";0.000851507;41354
"2019-07-08 18:37:20";"Temperature";46.0558;41355
"2019-07-08 18:37:20";"Voltage";232.499;41356
"2019-07-08 18:37:20";"Accelerometer1RMS";0.0375053;41357
"2019-07-08 18:37:20";"Accelerometer2RMS";0.0609594;41358
"2019-07-08 18:37:20";"Volume Flow RateRMS";38.0;41359
"2019-07-08 18:37:20";"Pressure";0.054711;41360
"2019-07-08 18:37:20";"Thermocouple";24.0644;41361
"2019-07-08 18:37:21";"Current";0.000803867;41362
"2019-07-08 18:37:21";"Temperature";46.0689;41363
"2019-07-08 18:37:21";"Voltage";231.705;41364
"2019-07-08 18:37:21";"Accelerometer1RMS";0.0361373;41365
"2019-07-08 18:37:21";"Accelerometer2RMS";0.0683158;41366
"2019-07-08 18:37:21";"Volume Flow RateRMS";38.0312;41367
"2019-07-08 18:37:21";"Pressure";0.382638;41368
"2019-07-08 18:37:21";"Thermocouple";24.0801;41369
"2019-07-08 18:37:22";"Current";0.000742006;41370
"2019-07-08 18:37:22";"Temperature";45.9329;41371
"2019-07-08 18:37:22";"Voltage";209.957;41372
"2019-07-08 18:37:22";"Accelerometer1RMS";0.0376759;41373
"2019-07-08 18:37:22";"Accelerometer2RMS";0.0608475;41374
"2019-07-08 18:37:22";"Volume Flow RateRMS";38.9696;41375
"2019-07-08 18:37:22";"Pressure";0.054711;41376
"2019-07-08 18:37:22";"Thermocouple";24.0789;41377
"2019-07-08 18:37:23";"Current";0.000600266;41378
"2019-07-08 18:37:23";"Temperature";46.0143;41379
"2019-07-08 18:37:23";"Voltage";230.435;41380
"2019-07-08 18:37:23";"Accelerometer1RMS";0.0363289;41381
"2019-07-08 18:37:23";"Accelerometer2RMS";0.068144;41382
"2019-07-08 18:37:23";"Volume Flow RateRMS";38.0;41383
"2019-07-08 18:37:23";"Pressure";0.054711;41384
"2019-07-08 18:37:23";"Thermocouple";24.0841;41385
"2019-07-08 18:37:24";"Current";0.00067637;41386
"2019-07-08 18:37:24";"Temperature";46.1008;41387
"2019-07-08 18:37:24";"Voltage";228.22;41388
"2019-07-08 18:37:24";"Accelerometer1RMS";0.0369853;41389
"2019-07-08 18:37:24";"Accelerometer2RMS";0.0585903;41390
"2019-07-08 18:37:24";"Volume Flow RateRMS";38.0;41391
"2019-07-08 18:37:24";"Pressure";0.054711;41392
"2019-07-08 18:37:24";"Thermocouple";24.0971;41393
"2019-07-08 18:37:25";"Current";0.000801953;41394
"2019-07-08 18:37:25";"Temperature";46.1689;41395
"2019-07-08 18:37:25";"Voltage";248.694;41396
"2019-07-08 18:37:25";"Accelerometer1RMS";0.0372042;41397
"2019-07-08 18:37:25";"Accelerometer2RMS";0.0698783;41398
"2019-07-08 18:37:25";"Volume Flow RateRMS";38.0;41399
"2019-07-08 18:37:25";"Pressure";0.382638;41400
"2019-07-08 18:37:25";"Thermocouple";24.0898;41401
"2019-07-08 18:37:26";"Current";0.000620632;41402
"2019-07-08 18:37:26";"Temperature";46.1937;41403
"2019-07-08 18:37:26";"Voltage";229.796;41404
"2019-07-08 18:37:26";"Accelerometer1RMS";0.0366644;41405
"2019-07-08 18:37:26";"Accelerometer2RMS";0.0608933;41406
"2019-07-08 18:37:26";"Volume Flow RateRMS";38.0;41407
"2019-07-08 18:37:26";"Pressure";0.054711;41408
"2019-07-08 18:37:26";"Thermocouple";24.0977;41409
"2019-07-08 18:37:27";"Current";0.000776508;41410
"2019-07-08 18:37:27";"Temperature";46.2139;41411
"2019-07-08 18:37:27";"Voltage";233.345;41412
"2019-07-08 18:37:27";"Accelerometer1RMS";0.0373153;41413
"2019-07-08 18:37:27";"Accelerometer2RMS";0.0658819;41414
"2019-07-08 18:37:27";"Volume Flow RateRMS";38.0312;41415
"2019-07-08 18:37:27";"Pressure";0.054711;41416
"2019-07-08 18:37:27";"Thermocouple";24.0956;41417
"2019-07-08 18:37:28";"Current";0.000912451;41418
"2019-07-08 18:37:28";"Temperature";45.9351;41419
"2019-07-08 18:37:28";"Voltage";228.039;41420
"2019-07-08 18:37:28";"Accelerometer1RMS";0.0364247;41421
"2019-07-08 18:37:28";"Accelerometer2RMS";0.0615499;41422
"2019-07-08 18:37:28";"Volume Flow RateRMS";38.9696;41423
"2019-07-08 18:37:28";"Pressure";-0.273216;41424
"2019-07-08 18:37:28";"Thermocouple";24.0956;41425
"2019-07-08 18:37:29";"Current";0.000882459;41426
"2019-07-08 18:37:29";"Temperature";46.1195;41427
"2019-07-08 18:37:29";"Voltage";234.201;41428
"2019-07-08 18:37:29";"Accelerometer1RMS";0.0379931;41429
"2019-07-08 18:37:29";"Accelerometer2RMS";0.0662782;41430
"2019-07-08 18:37:29";"Volume Flow RateRMS";38.0;41431
"2019-07-08 18:37:29";"Pressure";0.054711;41432
"2019-07-08 18:37:29";"Thermocouple";24.1009;41433
"2019-07-08 18:37:30";"Current";0.000766179;41434
"2019-07-08 18:37:30";"Temperature";45.7682;41435
"2019-07-08 18:37:30";"Voltage";230.467;41436
"2019-07-08 18:37:30";"Accelerometer1RMS";0.0359536;41437
"2019-07-08 18:37:30";"Accelerometer2RMS";0.0633962;41438
"2019-07-08 18:37:30";"Volume Flow RateRMS";38.0;41439
"2019-07-08 18:37:30";"Pressure";0.054711;41440
"2019-07-08 18:37:30";"Thermocouple";24.0985;41441
"2019-07-08 18:37:31";"Current";0.000809294;41442
"2019-07-08 18:37:31";"Temperature";46.1393;41443
"2019-07-08 18:37:31";"Voltage";232.52;41444
"2019-07-08 18:37:31";"Accelerometer1RMS";0.0376081;41445
"2019-07-08 18:37:31";"Accelerometer2RMS";0.063892;41446
"2019-07-08 18:37:31";"Volume Flow RateRMS";38.0;41447
"2019-07-08 18:37:31";"Pressure";-0.273216;41448
"2019-07-08 18:37:31";"Thermocouple";24.1003;41449
"2019-07-08 18:37:32";"Current";0.000832067;41450
"2019-07-08 18:37:32";"Temperature";45.9256;41451
"2019-07-08 18:37:32";"Voltage";234.158;41452
"2019-07-08 18:37:32";"Accelerometer1RMS";0.0364718;41453
"2019-07-08 18:37:32";"Accelerometer2RMS";0.0657746;41454
"2019-07-08 18:37:32";"Volume Flow RateRMS";38.0;41455
"2019-07-08 18:37:32";"Pressure";0.382638;41456
"2019-07-08 18:37:32";"Thermocouple";24.104;41457
"2019-07-08 18:37:33";"Current";0.000909621;41458
"2019-07-08 18:37:33";"Temperature";45.8011;41459
"2019-07-08 18:37:33";"Voltage";233.156;41460
"2019-07-08 18:37:33";"Accelerometer1RMS";0.0374354;41461
"2019-07-08 18:37:33";"Accelerometer2RMS";0.0628211;41462
"2019-07-08 18:37:33";"Volume Flow RateRMS";38.0;41463
"2019-07-08 18:37:33";"Pressure";0.382638;41464
"2019-07-08 18:37:33";"Thermocouple";24.1002;41465
"2019-07-08 18:37:34";"Current";0.00086961;41466
"2019-07-08 18:37:34";"Temperature";45.8704;41467
"2019-07-08 18:37:34";"Voltage";222.769;41468
"2019-07-08 18:37:34";"Accelerometer1RMS";0.0368589;41469
"2019-07-08 18:37:34";"Accelerometer2RMS";0.0662057;41470
"2019-07-08 18:37:34";"Volume Flow RateRMS";37.9696;41471
"2019-07-08 18:37:34";"Pressure";-0.601143;41472
"2019-07-08 18:37:34";"Thermocouple";24.1097;41473
"2019-07-08 18:37:35";"Current";0.000829683;41474
"2019-07-08 18:37:35";"Temperature";45.8566;41475
"2019-07-08 18:37:35";"Voltage";255.289;41476
"2019-07-08 18:37:35";"Accelerometer1RMS";0.0373811;41477
"2019-07-08 18:37:35";"Accelerometer2RMS";0.0664975;41478
"2019-07-08 18:37:35";"Volume Flow RateRMS";38.94;41479
"2019-07-08 18:37:35";"Pressure";0.054711;41480
"2019-07-08 18:37:35";"Thermocouple";24.105;41481
"2019-07-08 18:37:36";"Current";0.000895201;41482
"2019-07-08 18:37:36";"Temperature";45.7631;41483
"2019-07-08 18:37:36";"Voltage";227.47;41484
"2019-07-08 18:37:36";"Accelerometer1RMS";0.0363996;41485
"2019-07-08 18:37:36";"Accelerometer2RMS";0.0637403;41486
"2019-07-08 18:37:36";"Volume Flow RateRMS";37.0631;41487
"2019-07-08 18:37:36";"Pressure";-0.601143;41488
"2019-07-08 18:37:36";"Thermocouple";24.1129;41489
"2019-07-08 18:37:37";"Current";0.000869196;41490
"2019-07-08 18:37:37";"Temperature";46.1023;41491
"2019-07-08 18:37:37";"Voltage";231.411;41492
"2019-07-08 18:37:37";"Accelerometer1RMS";0.0372801;41493
"2019-07-08 18:37:37";"Accelerometer2RMS";0.0659125;41494
"2019-07-08 18:37:37";"Volume Flow RateRMS";38.94;41495
"2019-07-08 18:37:37";"Pressure";0.710565;41496
"2019-07-08 18:37:37";"Thermocouple";24.1106;41497
"2019-07-08 18:37:38";"Current";0.000944193;41498
"2019-07-08 18:37:38";"Temperature";45.8464;41499
"2019-07-08 18:37:38";"Voltage";227.438;41500
"2019-07-08 18:37:38";"Accelerometer1RMS";0.0363456;41501
"2019-07-08 18:37:38";"Accelerometer2RMS";0.0618008;41502
"2019-07-08 18:37:38";"Volume Flow RateRMS";37.0312;41503
"2019-07-08 18:37:38";"Pressure";-0.601143;41504
"2019-07-08 18:37:38";"Thermocouple";24.1064;41505
"2019-07-08 18:37:40";"Current";0.000808737;41506
"2019-07-08 18:37:40";"Temperature";46.2342;41507
"2019-07-08 18:37:40";"Voltage";233.616;41508
"2019-07-08 18:37:40";"Accelerometer1RMS";0.0377404;41509
"2019-07-08 18:37:40";"Accelerometer2RMS";0.0646735;41510
"2019-07-08 18:37:40";"Volume Flow RateRMS";38.0;41511
"2019-07-08 18:37:40";"Pressure";0.054711;41512
"2019-07-08 18:37:40";"Thermocouple";24.1036;41513
"2019-07-08 18:37:41";"Current";0.000852612;41514
"2019-07-08 18:37:41";"Temperature";45.9728;41515
"2019-07-08 18:37:41";"Voltage";233.099;41516
"2019-07-08 18:37:41";"Accelerometer1RMS";0.0361639;41517
"2019-07-08 18:37:41";"Accelerometer2RMS";0.063861;41518
"2019-07-08 18:37:41";"Volume Flow RateRMS";38.0312;41519
"2019-07-08 18:37:41";"Pressure";-0.273216;41520
"2019-07-08 18:37:41";"Thermocouple";24.1151;41521
"2019-07-08 18:37:42";"Current";0.000907539;41522
"2019-07-08 18:37:42";"Temperature";46.0132;41523
"2019-07-08 18:37:42";"Voltage";253.693;41524
"2019-07-08 18:37:42";"Accelerometer1RMS";0.037423;41525
"2019-07-08 18:37:42";"Accelerometer2RMS";0.0626277;41526
"2019-07-08 18:37:42";"Volume Flow RateRMS";38.9696;41527
"2019-07-08 18:37:42";"Pressure";-0.273216;41528
"2019-07-08 18:37:42";"Thermocouple";24.11;41529
"2019-07-08 18:37:43";"Current";0.000851542;41530
"2019-07-08 18:37:43";"Temperature";46.1181;41531
"2019-07-08 18:37:43";"Voltage";224.287;41532
"2019-07-08 18:37:43";"Accelerometer1RMS";0.0367212;41533
"2019-07-08 18:37:43";"Accelerometer2RMS";0.0666309;41534
"2019-07-08 18:37:43";"Volume Flow RateRMS";38.0;41535
"2019-07-08 18:37:43";"Pressure";-0.273216;41536
"2019-07-08 18:37:43";"Thermocouple";24.1102;41537
"2019-07-08 18:37:44";"Current";0.000813542;41538
"2019-07-08 18:37:44";"Temperature";46.2163;41539
"2019-07-08 18:37:44";"Voltage";231.568;41540
"2019-07-08 18:37:44";"Accelerometer1RMS";0.0364003;41541
"2019-07-08 18:37:44";"Accelerometer2RMS";0.0630176;41542
"2019-07-08 18:37:44";"Volume Flow RateRMS";37.9696;41543
"2019-07-08 18:37:44";"Pressure";0.054711;41544
"2019-07-08 18:37:44";"Thermocouple";24.1142;41545
"2019-07-08 18:37:45";"Current";0.00087789;41546
"2019-07-08 18:37:45";"Temperature";46.2171;41547
"2019-07-08 18:37:45";"Voltage";237.186;41548
"2019-07-08 18:37:45";"Accelerometer1RMS";0.0370028;41549
"2019-07-08 18:37:45";"Accelerometer2RMS";0.0629989;41550
"2019-07-08 18:37:45";"Volume Flow RateRMS";37.0312;41551
"2019-07-08 18:37:45";"Pressure";0.382638;41552
"2019-07-08 18:37:45";"Thermocouple";24.1187;41553
"2019-07-08 18:37:46";"Current";0.000883114;41554
"2019-07-08 18:37:46";"Temperature";46.2349;41555
"2019-07-08 18:37:46";"Voltage";248.911;41556
"2019-07-08 18:37:46";"Accelerometer1RMS";0.035961;41557
"2019-07-08 18:37:46";"Accelerometer2RMS";0.0666314;41558
"2019-07-08 18:37:46";"Volume Flow RateRMS";38.0;41559
"2019-07-08 18:37:46";"Pressure";0.054711;41560
"2019-07-08 18:37:46";"Thermocouple";24.1136;41561
"2019-07-08 18:37:47";"Current";0.000807126;41562
"2019-07-08 18:37:47";"Temperature";46.186;41563
"2019-07-08 18:37:47";"Voltage";232.675;41564
"2019-07-08 18:37:47";"Accelerometer1RMS";0.0375138;41565
"2019-07-08 18:37:47";"Accelerometer2RMS";0.0609122;41566
"2019-07-08 18:37:47";"Volume Flow RateRMS";37.9696;41567
"2019-07-08 18:37:47";"Pressure";0.382638;41568
"2019-07-08 18:37:47";"Thermocouple";24.126;41569
"2019-07-08 18:37:48";"Current";0.000742613;41570
"2019-07-08 18:37:48";"Temperature";45.7943;41571
"2019-07-08 18:37:48";"Voltage";243.828;41572
"2019-07-08 18:37:48";"Accelerometer1RMS";0.036325;41573
"2019-07-08 18:37:48";"Accelerometer2RMS";0.0663062;41574
"2019-07-08 18:37:48";"Volume Flow RateRMS";37.0312;41575
"2019-07-08 18:37:48";"Pressure";0.054711;41576
"2019-07-08 18:37:48";"Thermocouple";24.1305;41577
"2019-07-08 18:37:49";"Current";0.000658119;41578
"2019-07-08 18:37:49";"Temperature";45.8769;41579
"2019-07-08 18:37:49";"Voltage";238.321;41580
"2019-07-08 18:37:49";"Accelerometer1RMS";0.0365862;41581
"2019-07-08 18:37:49";"Accelerometer2RMS";0.0613583;41582
"2019-07-08 18:37:49";"Volume Flow RateRMS";38.0;41583
"2019-07-08 18:37:49";"Pressure";0.054711;41584
"2019-07-08 18:37:49";"Thermocouple";24.1225;41585
"2019-07-08 18:37:50";"Current";0.000665211;41586
"2019-07-08 18:37:50";"Temperature";46.1402;41587
"2019-07-08 18:37:50";"Voltage";232.657;41588
"2019-07-08 18:37:50";"Accelerometer1RMS";0.0377076;41589
"2019-07-08 18:37:50";"Accelerometer2RMS";0.0659871;41590
"2019-07-08 18:37:50";"Volume Flow RateRMS";38.0;41591
"2019-07-08 18:37:50";"Pressure";0.054711;41592
"2019-07-08 18:37:50";"Thermocouple";24.1274;41593
"2019-07-08 18:37:51";"Current";0.000714355;41594
"2019-07-08 18:37:51";"Temperature";45.8365;41595
"2019-07-08 18:37:51";"Voltage";207.873;41596
"2019-07-08 18:37:51";"Accelerometer1RMS";0.0362477;41597
"2019-07-08 18:37:51";"Accelerometer2RMS";0.0661532;41598
"2019-07-08 18:37:51";"Volume Flow RateRMS";38.0;41599
"2019-07-08 18:37:51";"Pressure";0.382638;41600
"2019-07-08 18:37:51";"Thermocouple";24.1198;41601
"2019-07-08 18:37:52";"Current";0.00100501;41602
"2019-07-08 18:37:52";"Temperature";45.9681;41603
"2019-07-08 18:37:52";"Voltage";229.355;41604
"2019-07-08 18:37:52";"Accelerometer1RMS";0.0372701;41605
"2019-07-08 18:37:52";"Accelerometer2RMS";0.0603349;41606
"2019-07-08 18:37:52";"Volume Flow RateRMS";38.0;41607
"2019-07-08 18:37:52";"Pressure";0.054711;41608
"2019-07-08 18:37:52";"Thermocouple";24.1292;41609
"2019-07-08 18:37:53";"Current";0.000833477;41610
"2019-07-08 18:37:53";"Temperature";45.7079;41611
"2019-07-08 18:37:53";"Voltage";219.902;41612
"2019-07-08 18:37:53";"Accelerometer1RMS";0.0362149;41613
"2019-07-08 18:37:53";"Accelerometer2RMS";0.0684465;41614
"2019-07-08 18:37:53";"Volume Flow RateRMS";38.0;41615
"2019-07-08 18:37:53";"Pressure";-0.273216;41616
"2019-07-08 18:37:53";"Thermocouple";24.1185;41617
"2019-07-08 18:37:54";"Current";0.000839115;41618
"2019-07-08 18:37:54";"Temperature";45.7856;41619
"2019-07-08 18:37:54";"Voltage";228.058;41620
"2019-07-08 18:37:54";"Accelerometer1RMS";0.0376537;41621
"2019-07-08 18:37:54";"Accelerometer2RMS";0.0602367;41622
"2019-07-08 18:37:54";"Volume Flow RateRMS";38.0;41623
"2019-07-08 18:37:54";"Pressure";0.382638;41624
"2019-07-08 18:37:54";"Thermocouple";24.1185;41625
"2019-07-08 18:37:55";"Current";0.00070512;41626
"2019-07-08 18:37:55";"Temperature";45.7567;41627
"2019-07-08 18:37:55";"Voltage";217.761;41628
"2019-07-08 18:37:55";"Accelerometer1RMS";0.0363331;41629
"2019-07-08 18:37:55";"Accelerometer2RMS";0.0679464;41630
"2019-07-08 18:37:55";"Volume Flow RateRMS";38.0;41631
"2019-07-08 18:37:55";"Pressure";-0.273216;41632
"2019-07-08 18:37:55";"Thermocouple";24.1375;41633
"2019-07-08 18:37:56";"Current";0.000792785;41634
"2019-07-08 18:37:56";"Temperature";45.8365;41635
"2019-07-08 18:37:56";"Voltage";226.005;41636
"2019-07-08 18:37:56";"Accelerometer1RMS";0.0369396;41637
"2019-07-08 18:37:56";"Accelerometer2RMS";0.0589564;41638
"2019-07-08 18:37:56";"Volume Flow RateRMS";38.0;41639
"2019-07-08 18:37:56";"Pressure";-0.273216;41640
"2019-07-08 18:37:56";"Thermocouple";24.1364;41641
"2019-07-08 18:37:57";"Current";0.000905575;41642
"2019-07-08 18:37:57";"Temperature";45.8678;41643
"2019-07-08 18:37:57";"Voltage";218.907;41644
"2019-07-08 18:37:57";"Accelerometer1RMS";0.0370027;41645
"2019-07-08 18:37:57";"Accelerometer2RMS";0.0691763;41646
"2019-07-08 18:37:57";"Volume Flow RateRMS";37.9696;41647
"2019-07-08 18:37:57";"Pressure";-0.601143;41648
"2019-07-08 18:37:57";"Thermocouple";24.1306;41649
"2019-07-08 18:37:58";"Current";0.000893279;41650
"2019-07-08 18:37:58";"Temperature";46.0508;41651
"2019-07-08 18:37:58";"Voltage";227.781;41652
"2019-07-08 18:37:58";"Accelerometer1RMS";0.0371929;41653
"2019-07-08 18:37:58";"Accelerometer2RMS";0.0664986;41654
"2019-07-08 18:37:58";"Volume Flow RateRMS";38.0;41655
"2019-07-08 18:37:58";"Pressure";0.054711;41656
"2019-07-08 18:37:58";"Thermocouple";24.1415;41657
"2019-07-08 18:37:59";"Current";0.000784531;41658
